Strategy,Total Trades,Win Rate %,Total Return %,Sharpe Ratio,Max Drawdown %,Profit Factor,Avg Win %,Avg Loss %
ICTStrategy,1,0.0,-1.1777195580463011,-2.3516942840746835,-1.3331995158621122,0.0,0.0,-10.485591682995889
MovingAverageCrossStrategy,1,100.0,931.1884515793824,39.15275922004484,-0.35713882574169475,0.0,206.19008236223752,0.0
MomentumStrategy,146,15.068493150684931,-22.944731696589187,-6.944385404428972,-23.09858841996351,0.01427802160508221,0.4504470366178136,-5.597275647579535
VolatilityBreakoutStrategy,7,28.57142857142857,499.3923830031944,24.15464285263241,-0.5645276651417225,8.519049389311864,86.79748549603083,-4.0754540338704155
ExampleMeanReversionStrategy,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
