entry_index,exit_index,entry_time,exit_time,entry_price,exit_price,direction,pnl,pnl_percent,bars_held
14,83,14,83,2005.3346819057567,2006.6617902736753,1,-2.6848881042609056,-0.13388728218221108,69
83,105,83,105,2010.679131195144,2013.7162941425063,-1,-7.061558372699927,-0.3512026490523403,22
105,306,105,306,2017.7477581948435,2050.783503247224,1,28.967213790938366,1.4356211609350802,201
306,319,306,319,2054.8891759263975,2054.2862259000885,-1,-3.506225375517568,-0.1706284415039984,13
319,359,319,359,2058.3989110370253,2061.592275711961,1,-0.9266265118132218,-0.045016857852221925,40
359,389,359,389,2065.719587575248,2067.7840557369964,-1,-6.197971805060454,-0.30003935879485283,30
389,999,389,999,2071.9237635562895,2220.844288809779,1,144.6277572011233,6.980360944983877,610
